timestamp,test-class,test-method,time,description,result
2021-09-08 00:04:50.554,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,6141,"[11] recordIndex=0, title=Test18, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=null, info=null, newFinished=true, newStatus=true",OK
2021-09-08 00:04:56.931,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5890,"[12] recordIndex=0, title=Test19, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=-10.50, info=null, newFinished=true, newStatus=true",OK
2021-09-08 00:05:03.111,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5781,"[13] recordIndex=0, title=Test20, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=35.7500, info=null, newFinished=true, newStatus=true",OK
2021-09-08 00:05:10.066,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,6558,"[14] recordIndex=0, title=Test21, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=40.25, info=mi pagina web, newFinished=true, newStatus=true",OK
2021-09-08 00:05:17.363,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,6762,"[15] recordIndex=0, title=Test22 sex, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=42.30, info=null, newFinished=false, newStatus=true",OK
2021-09-08 00:05:23.87,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5971,"[16] recordIndex=0, title=Test23, description=Another test viagra, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=42.30, info=null, newFinished=true, newStatus=true",OK
2021-09-08 00:05:52.71,acme.testing.manager.task.ManagerTaskUpdateTests,updateNegative,12538,"[1] recordIndex=0, title=Test 1, description=Another test, info=http://www.example.org, startExecution=2022/07/07 22:33, endExecution=2023/02/11 07:46, workload=98.59, status=true, finished=true, newTitle=Customize your webpage sex, newDescription=null, newInfo=http://www.exampleOne.org, newStartExecution=mañana, newEndExecution=null, newWorkload=99.595, newStatus=true, newFinished=true",OK
2021-09-08 00:06:06.73,acme.testing.manager.task.ManagerTaskUpdateTests,updateNegative,13483,"[2] recordIndex=1, title=Test 2, description=Another test, info=http://www.example.org, startExecution=2022/08/05 22:33, endExecution=2023/02/15 09:46, workload=85.59, status=true, finished=true, newTitle=null, newDescription=Another test sex, newInfo=info de prueba, newStartExecution=null, newEndExecution=2021/01/13 09:46, newWorkload=-10.58, newStatus=false, newFinished=true",OK
2021-09-08 00:06:11.977,acme.testing.manager.task.ManagerTaskUpdateTests,updateNegativeTwo,4697,"[1] id=34",OK
2021-09-08 00:06:16.638,acme.testing.manager.task.ManagerTaskUpdateTests,updateNegativeTwo,4221,"[2] id=35",OK
2021-09-08 00:06:31.845,acme.testing.manager.task.ManagerTaskUpdateTests,updatePositive,14699,"[1] recordIndex=0, title=Test 1, description=Another test, info=http://www.example.org, startExecution=2022/07/07 22:33, endExecution=2023/02/11 07:46, workload=98.59, newStatus=true, newFinished=false, newTitle=Test 1 edited, newDescription=Another test edited, newInfo=http://www.exampleOne.org",OK
2021-09-08 00:06:46.441,acme.testing.manager.task.ManagerTaskUpdateTests,updatePositive,14154,"[2] recordIndex=1, title=Test 2, description=Another test, info=http://www.example.org, startExecution=2022/08/05 22:33, endExecution=2023/02/15 09:46, workload=85.59, newStatus=false, newFinished=true, newTitle=Test 2 edited, newDescription=Another test edited, newInfo=null",OK
2021-09-08 00:07:08.803,acme.testing.administrator.dashboardTasks.AdministratorDashboardShowServiceTests,showDashboardPositive,5719,"[1] dummy=0",OK
2021-09-08 00:07:13.712,acme.testing.administrator.dashboardTasks.AdministratorDashboardShowServiceTests,showDashboardPositiveTwo,4614,"[1] totalPublic=2, totalPrivate=5, totalFinished=0, totalNonFinished=7, averageExecutionPeriod=130.88, deviationExecutionPeriod=94.17, minimunExecutionPeriod=2.38, maximunExecutionPeriod=222.97, averageWorkloads=70.00, deviationWorkload=33.17, minimunWorkload=13.59, maximunWorkload=98.59",OK
2021-09-08 00:07:14.834,acme.testing.administrator.dashboardTasks.AdministratorDashboardShowServiceTests,showDashboardNegative,614,"[1] credentialsUsername=anonymous, credentialsPassword=anonymous",OK
2021-09-08 00:07:20.025,acme.testing.administrator.dashboardTasks.AdministratorDashboardShowServiceTests,showDashboardNegative,4686,"[2] credentialsUsername=manager, credentialsPassword=manager",OK
2021-09-08 00:07:24.675,acme.testing.administrator.dashboardTasks.AdministratorDashboardShowServiceTests,showDashboardNegative,4260,"[3] credentialsUsername=authenticated1, credentialsPassword=authenticated1",OK
2021-09-08 00:08:00.531,acme.testing.anonymous.task.AnonymousTaskListTest,listTask,16427,"[1] recordIndex=0, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, info=http://www.example.org, workload=13.59",OK
2021-09-08 00:08:16.892,acme.testing.anonymous.task.AnonymousTaskListTest,listTask,15661,"[2] recordIndex=1, title=Testing, description=Try some cool stuff, startExecution=2022/02/17 22:33, endExecution=2022/03/20 07:46, info=http://www.example.org, workload=23.59",OK
2021-09-08 00:08:23.585,acme.testing.anonymous.task.AnonymousTaskListTest,listTaskByWorkLoad,6111,"[1] recordIndex=0, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, info=http://www.example.org, workload=13.59",OK
2021-09-08 00:08:30.144,acme.testing.anonymous.task.AnonymousTaskListTest,listTaskByWorkLoad,6030,"[2] recordIndex=1, title=Testing, description=Try some cool stuff, startExecution=2022/02/17 22:33, endExecution=2022/03/20 07:46, info=http://www.example.org, workload=23.59",OK
2021-09-08 00:08:31.623,acme.testing.anonymous.task.AnonymousTaskListTest,listTaskNegative,703,"[1] ",OK
2021-09-08 00:08:33.217,acme.testing.anonymous.task.AnonymousTaskListTest,listTaskNegative,840,"[2] ",OK
2021-09-08 00:09:02.748,acme.testing.anonymous.task.AnonymousTaskListByExPeriodTest,listTaskByExPeriod,14148,"[1] recordIndex=0, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, info=http://www.example.org, workload=13.59",OK
2021-09-08 00:09:15.952,acme.testing.anonymous.task.AnonymousTaskListByExPeriodTest,listTaskByExPeriod,12751,"[2] recordIndex=1, title=Testing, description=Try some cool stuff, startExecution=2022/02/17 22:33, endExecution=2022/03/20 07:46, info=http://www.example.org, workload=23.59",OK
2021-09-08 00:09:16.523,acme.testing.anonymous.task.AnonymousTaskListByExPeriodTest,listTaskNegative,247,"[1] ",OK
2021-09-08 00:09:17.045,acme.testing.anonymous.task.AnonymousTaskListByExPeriodTest,listTaskNegative,226,"[2] ",OK
2021-09-08 00:09:45.499,acme.testing.anonymous.task.AnonymousTaskShowTest,showTask,11923,"[1] recordIndex=0, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, info=http://www.example.org, workload=13.59",OK
2021-09-08 00:09:46.047,acme.testing.anonymous.task.AnonymousTaskShowTest,showTaskNegative,245,"[1] id=12",OK
2021-09-08 00:10:09.477,acme.testing.SignUpTest,positiveSignUp,7937,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com",OK
2021-09-08 00:10:17.759,acme.testing.SignUpTest,positiveSignUp,7832,"[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com",OK
2021-09-08 00:10:26.063,acme.testing.SignUpTest,positiveSignUp,7965,"[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es",OK
2021-09-08 00:10:33.684,acme.testing.SignUpTest,positiveSignUp,7135,"[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com",OK
2021-09-08 00:10:42.674,acme.testing.SignUpTest,positiveSignUp,8438,"[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw",OK
2021-09-08 00:10:51.607,acme.testing.SignUpTest,positiveSignUp,8413,"[6] username=luisa, password=luisa, name=Luisa, surname=Martínez López, email=luisa@luisa.name",OK
2021-09-08 00:10:59.828,acme.testing.SignUpTest,positiveSignUp,7822,"[7] username=lukas, password=lukas, name=Lukas, surname=Smith, email=lukas@mail.com",OK
2021-09-08 00:11:07.66,acme.testing.SignUpTest,positiveSignUp,7417,"[8] username=mary-dt, password=mary-dt, name=Mary, surname=Design-Testing, email=mary@email.com",OK
2021-09-08 00:11:15.689,acme.testing.SignUpTest,positiveSignUp,7660,"[9] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=jorge@yahoo.com",OK
2021-09-08 00:11:23.3,acme.testing.SignUpTest,positiveSignUp,7264,"[10] username=sonia, password=sonia, name=Snojia Guðrún, surname=Þor-Anaïs, email=sonja@liberty.de",OK
2021-09-08 00:11:31.983,acme.testing.SignUpTest,positiveSignUp,8159,"[11] username=parker, password=parker, name=Parker Sigurður, surname=Mañón-Perigüeñez, email=parker@outlook.com",OK
2021-09-08 00:11:40.355,acme.testing.SignUpTest,positiveSignUp,7830,"[12] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com",OK
